mode,workload,operation,size_bytes,repetition,start_time_ms,end_time_ms,success
purecap,aes256gcm,encrypt,104857600,47,5362762804.716993,5362763988.546917,1
purecap,aes256gcm,encrypt,104857600,48,5362763988.559938,5362765172.258760,1
purecap,aes256gcm,encrypt,104857600,49,5362765172.271620,5362766356.267628,1
purecap,aes256gcm,encrypt,104857600,50,5362766356.279408,5362767541.296553,1
purecap,aes256gcm,encrypt,104857600,51,5362767541.309694,5362768727.131453,1
purecap,aes256gcm,encrypt,104857600,52,5362768727.142613,5362769912.094198,1
purecap,aes256gcm,encrypt,104857600,53,5362769912.107298,5362771095.957503,1
purecap,aes256gcm,encrypt,104857600,54,5362771095.970683,5362772279.765607,1
purecap,aes256gcm,encrypt,104857600,55,5362772279.780747,5362773463.716434,1
purecap,aes256gcm,encrypt,104857600,56,5362773463.729474,5362774647.574559,1
purecap,aes256gcm,encrypt,104857600,57,5362774647.583779,5362775830.710871,1
purecap,aes256gcm,encrypt,104857600,58,5362775830.719792,5362777014.629438,1
purecap,aes256gcm,encrypt,104857600,59,5362777014.642478,5362778199.601102,1
purecap,aes256gcm,encrypt,104857600,60,5362778199.614002,5362779384.386764,1
purecap,aes256gcm,encrypt,104857600,61,5362779384.400024,5362780568.488373,1
purecap,aes256gcm,encrypt,104857600,62,5362780568.499433,5362781754.372774,1
purecap,aes256gcm,encrypt,104857600,63,5362781754.382174,5362782940.174073,1
purecap,aes256gcm,encrypt,104857600,64,5362782940.183333,5362784124.102659,1
purecap,aes256gcm,encrypt,104857600,65,5362784124.113619,5362785308.467693,1
purecap,aes256gcm,encrypt,104857600,66,5362785308.480813,5362786494.490916,1
purecap,aes256gcm,encrypt,104857600,67,5362786494.499916,5362787680.391557,1
purecap,aes256gcm,encrypt,104857600,68,5362787680.400657,5362788866.224857,1
purecap,aes256gcm,encrypt,104857600,69,5362788866.238057,5362790050.164723,1
purecap,aes256gcm,encrypt,104857600,70,5362790050.177724,5362791234.070729,1
purecap,aes256gcm,encrypt,104857600,71,5362791234.084210,5362792417.882034,1
purecap,aes256gcm,encrypt,104857600,72,5362792417.892314,5362793601.665618,1
purecap,aes256gcm,encrypt,104857600,73,5362793601.678898,5362794785.505982,1
purecap,aes256gcm,encrypt,104857600,74,5362794785.518983,5362795969.385008,1
purecap,aes256gcm,encrypt,104857600,75,5362795969.398028,5362797153.284174,1
purecap,aes256gcm,encrypt,104857600,76,5362797153.293274,5362798337.242561,1
purecap,aes256gcm,encrypt,104857600,77,5362798337.255881,5362799521.559134,1
purecap,aes256gcm,encrypt,104857600,78,5362799521.572194,5362800705.427619,1
purecap,aes256gcm,encrypt,104857600,79,5362800705.436379,5362801889.323365,1
purecap,aes256gcm,encrypt,104857600,80,5362801889.336525,5362803073.174170,1
purecap,aes256gcm,encrypt,104857600,81,5362803073.183910,5362804257.095436,1
purecap,aes256gcm,encrypt,104857600,82,5362804257.108736,5362805441.178025,1
purecap,aes256gcm,encrypt,104857600,83,5362805441.190685,5362806625.854045,1
purecap,aes256gcm,encrypt,104857600,84,5362806625.869945,5362807809.759031,1
purecap,aes256gcm,encrypt,104857600,85,5362807809.771931,5362808993.549155,1
purecap,aes256gcm,encrypt,104857600,86,5362808993.561355,5362810178.340416,1
purecap,aes256gcm,encrypt,104857600,87,5362810178.354416,5362811362.092159,1
purecap,aes256gcm,encrypt,104857600,88,5362811362.102000,5362812546.879761,1
purecap,aes256gcm,encrypt,104857600,89,5362812546.891781,5362813730.670745,1
purecap,aes256gcm,encrypt,104857600,90,5362813730.683725,5362814915.356144,1
purecap,aes256gcm,encrypt,104857600,91,5362814915.369165,5362816101.127043,1
purecap,aes256gcm,encrypt,104857600,92,5362816101.140263,5362817285.650220,1
purecap,aes256gcm,encrypt,104857600,93,5362817285.662780,5362818470.532803,1
purecap,aes256gcm,encrypt,104857600,94,5362818470.545763,5362819656.194000,1
purecap,aes256gcm,encrypt,104857600,95,5362819656.206420,5362820839.227990,1
purecap,aes256gcm,encrypt,104857600,96,5362820839.240431,5362822023.040715,1
purecap,aes256gcm,encrypt,104857600,97,5362822023.050155,5362823206.942661,1
purecap,aes256gcm,encrypt,104857600,98,5362823206.954921,5362824390.861967,1
purecap,aes256gcm,encrypt,104857600,99,5362824390.874527,5362825574.693331,1
purecap,aes256gcm,encrypt,104857600,100,5362825574.705332,5362826759.094586,1
purecap,aes256gcm,decrypt,1048576,1,5362826814.842642,5362826826.700490,1
purecap,aes256gcm,decrypt,1048576,2,5362826826.711750,5362826838.556157,1
purecap,aes256gcm,decrypt,1048576,3,5362826838.559877,5362826850.400705,1
purecap,aes256gcm,decrypt,1048576,4,5362826850.403865,5362826862.249012,1
purecap,aes256gcm,decrypt,1048576,5,5362826862.252452,5362826874.088859,1
purecap,aes256gcm,decrypt,1048576,6,5362826874.092019,5362826885.929427,1
purecap,aes256gcm,decrypt,1048576,7,5362826885.932507,5362826897.775354,1
purecap,aes256gcm,decrypt,1048576,8,5362826897.778474,5362826909.615161,1
purecap,aes256gcm,decrypt,1048576,9,5362826909.618381,5362826921.457589,1
purecap,aes256gcm,decrypt,1048576,10,5362826921.460549,5362826933.298176,1
purecap,aes256gcm,decrypt,1048576,11,5362826933.301276,5362826945.149903,1
purecap,aes256gcm,decrypt,1048576,12,5362826945.153083,5362826956.996891,1
purecap,aes256gcm,decrypt,1048576,13,5362826956.999871,5362826968.840398,1
purecap,aes256gcm,decrypt,1048576,14,5362826968.843618,5362826980.687465,1
purecap,aes256gcm,decrypt,1048576,15,5362826980.690686,5362826992.529253,1
purecap,aes256gcm,decrypt,1048576,16,5362826992.532333,5362827004.370800,1
purecap,aes256gcm,decrypt,1048576,17,5362827004.374340,5362827016.216767,1
purecap,aes256gcm,decrypt,1048576,18,5362827016.219968,5362827028.060435,1
purecap,aes256gcm,decrypt,1048576,19,5362827028.063475,5362827039.899842,1
purecap,aes256gcm,decrypt,1048576,20,5362827039.902922,5362827051.747889,1
purecap,aes256gcm,decrypt,1048576,21,5362827051.750930,5362827063.590697,1
purecap,aes256gcm,decrypt,1048576,22,5362827063.593777,5362827075.434804,1
purecap,aes256gcm,decrypt,1048576,23,5362827075.437784,5362827087.280972,1
purecap,aes256gcm,decrypt,1048576,24,5362827087.284012,5362827099.120659,1
purecap,aes256gcm,decrypt,1048576,25,5362827099.123719,5362827110.958506,1
purecap,aes256gcm,decrypt,1048576,26,5362827110.961606,5362827122.807813,1
purecap,aes256gcm,decrypt,1048576,27,5362827122.810774,5362827134.654361,1
purecap,aes256gcm,decrypt,1048576,28,5362827134.657561,5362827146.497828,1
purecap,aes256gcm,decrypt,1048576,29,5362827146.500888,5362827158.341436,1
purecap,aes256gcm,decrypt,1048576,30,5362827158.344676,5362827170.184063,1
purecap,aes256gcm,decrypt,1048576,31,5362827170.187163,5362827182.024730,1
purecap,aes256gcm,decrypt,1048576,32,5362827182.027830,5362827193.879998,1
purecap,aes256gcm,decrypt,1048576,33,5362827193.883398,5362827205.719885,1
purecap,aes256gcm,decrypt,1048576,34,5362827205.722905,5362827217.583233,1
purecap,aes256gcm,decrypt,1048576,35,5362827217.590513,5362827229.449260,1
purecap,aes256gcm,decrypt,1048576,36,5362827229.455080,5362827241.290768,1
purecap,aes256gcm,decrypt,1048576,37,5362827241.295148,5362827253.126855,1
purecap,aes256gcm,decrypt,1048576,38,5362827253.130335,5362827264.988103,1
purecap,aes256gcm,decrypt,1048576,39,5362827264.991543,5362827277.085354,1
purecap,aes256gcm,decrypt,1048576,40,5362827277.088334,5362827289.149366,1
purecap,aes256gcm,decrypt,1048576,41,5362827289.152486,5362827301.336499,1
purecap,aes256gcm,decrypt,1048576,42,5362827301.339779,5362827313.177146,1
purecap,aes256gcm,decrypt,1048576,43,5362827313.180646,5362827324.999453,1
purecap,aes256gcm,decrypt,1048576,44,5362827325.002613,5362827336.819880,1
purecap,aes256gcm,decrypt,1048576,45,5362827336.823120,5362827348.713508,1
purecap,aes256gcm,decrypt,1048576,46,5362827348.716888,5362827360.585776,1
purecap,aes256gcm,decrypt,1048576,47,5362827360.589016,5362827372.499385,1
purecap,aes256gcm,decrypt,1048576,48,5362827372.502485,5362827384.328172,1
purecap,aes256gcm,decrypt,1048576,49,5362827384.331392,5362827396.151159,1
purecap,aes256gcm,decrypt,1048576,50,5362827396.154199,5362827407.973026,1
purecap,aes256gcm,decrypt,1048576,51,5362827407.976106,5362827419.828253,1
purecap,aes256gcm,decrypt,1048576,52,5362827419.837573,5362827431.669301,1
purecap,aes256gcm,decrypt,1048576,53,5362827431.673481,5362827443.494848,1
purecap,aes256gcm,decrypt,1048576,54,5362827443.498608,5362827455.312194,1
purecap,aes256gcm,decrypt,1048576,55,5362827455.315815,5362827467.145202,1
purecap,aes256gcm,decrypt,1048576,56,5362827467.148782,5362827478.959528,1
purecap,aes256gcm,decrypt,1048576,57,5362827478.962908,5362827490.776915,1
purecap,aes256gcm,decrypt,1048576,58,5362827490.780235,5362827502.606582,1
purecap,aes256gcm,decrypt,1048576,59,5362827502.610142,5362827514.428569,1
purecap,aes256gcm,decrypt,1048576,60,5362827514.431929,5362827526.246136,1
purecap,aes256gcm,decrypt,1048576,61,5362827526.249456,5362827538.071683,1
purecap,aes256gcm,decrypt,1048576,62,5362827538.074983,5362827549.889090,1
purecap,aes256gcm,decrypt,1048576,63,5362827549.892530,5362827561.707117,1
purecap,aes256gcm,decrypt,1048576,64,5362827561.710357,5362827573.531004,1
purecap,aes256gcm,decrypt,1048576,65,5362827573.534284,5362827585.347651,1
purecap,aes256gcm,decrypt,1048576,66,5362827585.350851,5362827597.165258,1
purecap,aes256gcm,decrypt,1048576,67,5362827597.168418,5362827608.987625,1
purecap,aes256gcm,decrypt,1048576,68,5362827608.990785,5362827620.805292,1
purecap,aes256gcm,decrypt,1048576,69,5362827620.808472,5362827632.621699,1
purecap,aes256gcm,decrypt,1048576,70,5362827632.625019,5362827644.439785,1
purecap,aes256gcm,decrypt,1048576,71,5362827644.442965,5362827656.260732,1
purecap,aes256gcm,decrypt,1048576,72,5362827656.264032,5362827668.079239,1
purecap,aes256gcm,decrypt,1048576,73,5362827668.082719,5362827679.895186,1
purecap,aes256gcm,decrypt,1048576,74,5362827679.898586,5362827691.722533,1
purecap,aes256gcm,decrypt,1048576,75,5362827691.725933,5362827703.538240,1
purecap,aes256gcm,decrypt,1048576,76,5362827703.541680,5362827715.356527,1
purecap,aes256gcm,decrypt,1048576,77,5362827715.359807,5362827727.180894,1
purecap,aes256gcm,decrypt,1048576,78,5362827727.184094,5362827738.999761,1
purecap,aes256gcm,decrypt,1048576,79,5362827739.002881,5362827750.815988,1
purecap,aes256gcm,decrypt,1048576,80,5362827750.819188,5362827762.639175,1
purecap,aes256gcm,decrypt,1048576,81,5362827762.642795,5362827774.455442,1
purecap,aes256gcm,decrypt,1048576,82,5362827774.458642,5362827786.264048,1
purecap,aes256gcm,decrypt,1048576,83,5362827786.267228,5362827798.085895,1
purecap,aes256gcm,decrypt,1048576,84,5362827798.089175,5362827809.902562,1
purecap,aes256gcm,decrypt,1048576,85,5362827809.905742,5362827821.719949,1
purecap,aes256gcm,decrypt,1048576,86,5362827821.723229,5362827833.536836,1
purecap,aes256gcm,decrypt,1048576,87,5362827833.540016,5362827845.359043,1
purecap,aes256gcm,decrypt,1048576,88,5362827845.362243,5362827857.177090,1
purecap,aes256gcm,decrypt,1048576,89,5362827857.180290,5362827868.994717,1
purecap,aes256gcm,decrypt,1048576,90,5362827868.997877,5362827880.817784,1
purecap,aes256gcm,decrypt,1048576,91,5362827880.820884,5362827892.633690,1
purecap,aes256gcm,decrypt,1048576,92,5362827892.636870,5362827904.459217,1
purecap,aes256gcm,decrypt,1048576,93,5362827904.462637,5362827916.288025,1
purecap,aes256gcm,decrypt,1048576,94,5362827916.291465,5362827928.103731,1
purecap,aes256gcm,decrypt,1048576,95,5362827928.106811,5362827939.918878,1
purecap,aes256gcm,decrypt,1048576,96,5362827939.921918,5362827951.740865,1
purecap,aes256gcm,decrypt,1048576,97,5362827951.842087,5362827963.666014,1
purecap,aes256gcm,decrypt,1048576,98,5362827963.669534,5362827975.476401,1
purecap,aes256gcm,decrypt,1048576,99,5362827975.479661,5362827987.298848,1
purecap,aes256gcm,decrypt,1048576,100,5362827987.302188,5362827999.117355,1
purecap,aes256gcm,decrypt,16777216,1,5362828380.212546,5362828569.758924,1
purecap,aes256gcm,decrypt,16777216,2,5362828569.768025,5362828759.130740,1
purecap,aes256gcm,decrypt,16777216,3,5362828759.136940,5362828948.498435,1
purecap,aes256gcm,decrypt,16777216,4,5362828948.504635,5362829137.889850,1
purecap,aes256gcm,decrypt,16777216,5,5362829137.895951,5362829327.401388,1
purecap,aes256gcm,decrypt,16777216,6,5362829327.412008,5362829516.685162,1
purecap,aes256gcm,decrypt,16777216,7,5362829516.692562,5362829705.983416,1
purecap,aes256gcm,decrypt,16777216,8,5362829705.990296,5362829895.248769,1
purecap,aes256gcm,decrypt,16777216,9,5362829895.255549,5362830084.528403,1
purecap,aes256gcm,decrypt,16777216,10,5362830084.535823,5362830273.808436,1
purecap,aes256gcm,decrypt,16777216,11,5362830273.815176,5362830463.080390,1
purecap,aes256gcm,decrypt,16777216,12,5362830463.087650,5362830652.352003,1
purecap,aes256gcm,decrypt,16777216,13,5362830652.359303,5362830841.645337,1
purecap,aes256gcm,decrypt,16777216,14,5362830841.652037,5362831030.916671,1
purecap,aes256gcm,decrypt,16777216,15,5362831030.923671,5362831220.191644,1
purecap,aes256gcm,decrypt,16777216,16,5362831220.199044,5362831409.543699,1
purecap,aes256gcm,decrypt,16777216,17,5362831409.556259,5362831598.934435,1
purecap,aes256gcm,decrypt,16777216,18,5362831598.942875,5362831788.195328,1
purecap,aes256gcm,decrypt,16777216,19,5362831788.203588,5362831977.459241,1
purecap,aes256gcm,decrypt,16777216,20,5362831977.467121,5362832166.795976,1
purecap,aes256gcm,decrypt,16777216,21,5362832166.807936,5362832356.094430,1
purecap,aes256gcm,decrypt,16777216,22,5362832356.103690,5362832545.363743,1
purecap,aes256gcm,decrypt,16777216,23,5362832545.371783,5362832734.674177,1
purecap,aes256gcm,decrypt,16777216,24,5362832734.683137,5362832923.946611,1
purecap,aes256gcm,decrypt,16777216,25,5362832923.954611,5362833113.212404,1
purecap,aes256gcm,decrypt,16777216,26,5362833113.220664,5362833302.486598,1
purecap,aes256gcm,decrypt,16777216,27,5362833302.494618,5362833491.784152,1
purecap,aes256gcm,decrypt,16777216,28,5362833491.794992,5362833681.061385,1
purecap,aes256gcm,decrypt,16777216,29,5362833681.068905,5362833870.357159,1
purecap,aes256gcm,decrypt,16777216,30,5362833870.364699,5362834059.666473,1
purecap,aes256gcm,decrypt,16777216,31,5362834059.676413,5362834248.962107,1
purecap,aes256gcm,decrypt,16777216,32,5362834248.969147,5362834438.197100,1
purecap,aes256gcm,decrypt,16777216,33,5362834438.204700,5362834627.525254,1
purecap,aes256gcm,decrypt,16777216,34,5362834627.532875,5362834816.799168,1
purecap,aes256gcm,decrypt,16777216,35,5362834816.805648,5362835006.041321,1
purecap,aes256gcm,decrypt,16777216,36,5362835006.048401,5362835195.360415,1
purecap,aes256gcm,decrypt,16777216,37,5362835195.370795,5362835384.998635,1
purecap,aes256gcm,decrypt,16777216,38,5362835385.005855,5362835574.602294,1
purecap,aes256gcm,decrypt,16777216,39,5362835574.609594,5362835764.237734,1
purecap,aes256gcm,decrypt,16777216,40,5362835764.245374,5362835953.853074,1
purecap,aes256gcm,decrypt,16777216,41,5362835953.860474,5362836143.457213,1
purecap,aes256gcm,decrypt,16777216,42,5362836143.464533,5362836332.915670,1
purecap,aes256gcm,decrypt,16777216,43,5362836332.926330,5362836522.184403,1
purecap,aes256gcm,decrypt,16777216,44,5362836522.192483,5362836711.450657,1
purecap,aes256gcm,decrypt,16777216,45,5362836711.457537,5362836900.731810,1
purecap,aes256gcm,decrypt,16777216,46,5362836900.739530,5362837090.028664,1
purecap,aes256gcm,decrypt,16777216,47,5362837090.036104,5362837279.271097,1
purecap,aes256gcm,decrypt,16777216,48,5362837279.278737,5362837468.561051,1
purecap,aes256gcm,decrypt,16777216,49,5362837468.571431,5362837657.864205,1
purecap,aes256gcm,decrypt,16777216,50,5362837657.871905,5362837847.478924,1
purecap,aes256gcm,decrypt,16777216,51,5362837847.486264,5362838036.751958,1
purecap,aes256gcm,decrypt,16777216,52,5362838036.762578,5362838226.047532,1
purecap,aes256gcm,decrypt,16777216,53,5362838226.055652,5362838415.320225,1
purecap,aes256gcm,decrypt,16777216,54,5362838415.327625,5362838604.606039,1
purecap,aes256gcm,decrypt,16777216,55,5362838604.619859,5362838793.887793,1
purecap,aes256gcm,decrypt,16777216,56,5362838793.895493,5362838983.147126,1
purecap,aes256gcm,decrypt,16777216,57,5362838983.154306,5362839172.393559,1
purecap,aes256gcm,decrypt,16777216,58,5362839172.400579,5362839361.674593,1
purecap,aes256gcm,decrypt,16777216,59,5362839361.685193,5362839551.226451,1
purecap,aes256gcm,decrypt,16777216,60,5362839551.237031,5362839740.861771,1
purecap,aes256gcm,decrypt,16777216,61,5362839740.868971,5362839930.492511,1
purecap,aes256gcm,decrypt,16777216,62,5362839930.499251,5362840120.090650,1
purecap,aes256gcm,decrypt,16777216,63,5362840120.097610,5362840309.703969,1
purecap,aes256gcm,decrypt,16777216,64,5362840309.710669,5362840502.306381,1
purecap,aes256gcm,decrypt,16777216,65,5362840502.313441,5362840691.961941,1
purecap,aes256gcm,decrypt,16777216,66,5362840691.968861,5362840881.582421,1
purecap,aes256gcm,decrypt,16777216,67,5362840881.589401,5362841071.211700,1
purecap,aes256gcm,decrypt,16777216,68,5362841071.218821,5362841260.848960,1
purecap,aes256gcm,decrypt,16777216,69,5362841260.855660,5362841450.478200,1
purecap,aes256gcm,decrypt,16777216,70,5362841450.485280,5362841640.091900,1
purecap,aes256gcm,decrypt,16777216,71,5362841640.098540,5362841829.719559,1
purecap,aes256gcm,decrypt,16777216,72,5362841829.726379,5362842019.327159,1
purecap,aes256gcm,decrypt,16777216,73,5362842019.334099,5362842208.959298,1
purecap,aes256gcm,decrypt,16777216,74,5362842208.966499,5362842398.578978,1
purecap,aes256gcm,decrypt,16777216,75,5362842398.585878,5362842588.190557,1
purecap,aes256gcm,decrypt,16777216,76,5362842588.197738,5362842777.544532,1
purecap,aes256gcm,decrypt,16777216,77,5362842777.553452,5362842966.822686,1
purecap,aes256gcm,decrypt,16777216,78,5362842966.829266,5362843156.127880,1
purecap,aes256gcm,decrypt,16777216,79,5362843156.134780,5362843345.394073,1
purecap,aes256gcm,decrypt,16777216,80,5362843345.400673,5362843534.665467,1
purecap,aes256gcm,decrypt,16777216,81,5362843534.672647,5362843723.934500,1
purecap,aes256gcm,decrypt,16777216,82,5362843723.941520,5362843913.102832,1
purecap,aes256gcm,decrypt,16777216,83,5362843913.109752,5362844102.376585,1
purecap,aes256gcm,decrypt,16777216,84,5362844102.385846,5362844291.655239,1
purecap,aes256gcm,decrypt,16777216,85,5362844291.662299,5362844480.917732,1
purecap,aes256gcm,decrypt,16777216,86,5362844480.924832,5362844670.177206,1
purecap,aes256gcm,decrypt,16777216,87,5362844670.184446,5362844859.599202,1
purecap,aes256gcm,decrypt,16777216,88,5362844859.609322,5362845049.224281,1
purecap,aes256gcm,decrypt,16777216,89,5362845049.232421,5362845238.832001,1
purecap,aes256gcm,decrypt,16777216,90,5362845238.838921,5362845428.446760,1
purecap,aes256gcm,decrypt,16777216,91,5362845428.456880,5362845618.043199,1
purecap,aes256gcm,decrypt,16777216,92,5362845618.050819,5362845807.648339,1
purecap,aes256gcm,decrypt,16777216,93,5362845807.655219,5362845997.241578,1
purecap,aes256gcm,decrypt,16777216,94,5362845997.248978,5362846186.840537,1
purecap,aes256gcm,decrypt,16777216,95,5362846186.848017,5362846376.303374,1
purecap,aes256gcm,decrypt,16777216,96,5362846376.313374,5362846565.672109,1
purecap,aes256gcm,decrypt,16777216,97,5362846565.679349,5362846755.018484,1
purecap,aes256gcm,decrypt,16777216,98,5362846755.026004,5362846944.353118,1
purecap,aes256gcm,decrypt,16777216,99,5362846944.359998,5362847133.688533,1
purecap,aes256gcm,decrypt,16777216,100,5362847133.695413,5362847323.046068,1
purecap,aes256gcm,decrypt,67108864,1,5362848848.394391,5362849605.596147,1
purecap,aes256gcm,decrypt,67108864,2,5362849605.609007,5362850362.837124,1
purecap,aes256gcm,decrypt,67108864,3,5362850362.850124,5362851121.060258,1
purecap,aes256gcm,decrypt,67108864,4,5362851121.072678,5362851879.569716,1
purecap,aes256gcm,decrypt,67108864,5,5362851879.578557,5362852638.032214,1
purecap,aes256gcm,decrypt,67108864,6,5362852638.045075,5362853394.684381,1
purecap,aes256gcm,decrypt,67108864,7,5362853394.694621,5362854153.107418,1
purecap,aes256gcm,decrypt,67108864,8,5362854153.116018,5362854911.091668,1
purecap,aes256gcm,decrypt,67108864,9,5362854911.105048,5362855668.215962,1
purecap,aes256gcm,decrypt,67108864,10,5362855668.228662,5362856425.412578,1
purecap,aes256gcm,decrypt,67108864,11,5362856425.425518,5362857183.627072,1
purecap,aes256gcm,decrypt,67108864,12,5362857183.638352,5362857942.139030,1
purecap,aes256gcm,decrypt,67108864,13,5362857942.148151,5362858700.564428,1
purecap,aes256gcm,decrypt,67108864,14,5362858700.574788,5362859457.672962,1
purecap,aes256gcm,decrypt,67108864,15,5362859457.682362,5362860215.519309,1
purecap,aes256gcm,decrypt,67108864,16,5362860215.532950,5362860973.239114,1
purecap,aes256gcm,decrypt,67108864,17,5362860973.253955,5362861730.553452,1
purecap,aes256gcm,decrypt,67108864,18,5362861730.566092,5362862487.680387,1
purecap,aes256gcm,decrypt,67108864,19,5362862487.689347,5362863244.770001,1
purecap,aes256gcm,decrypt,67108864,20,5362863244.782481,5362864001.876575,1
purecap,aes256gcm,decrypt,67108864,21,5362864001.888995,5362864758.983029,1
purecap,aes256gcm,decrypt,67108864,22,5362864758.995769,5362865516.096764,1
purecap,aes256gcm,decrypt,67108864,23,5362865516.105824,5362866274.332038,1
purecap,aes256gcm,decrypt,67108864,24,5362866274.344398,5362867032.756595,1
purecap,aes256gcm,decrypt,67108864,25,5362867032.765535,5362867789.943011,1
purecap,aes256gcm,decrypt,67108864,26,5362867789.953251,5362868546.968443,1
purecap,aes256gcm,decrypt,67108864,27,5362868546.977384,5362869304.297202,1
purecap,aes256gcm,decrypt,67108864,28,5362869304.308702,5362870061.415436,1
purecap,aes256gcm,decrypt,67108864,29,5362870061.425236,5362870818.504370,1
purecap,aes256gcm,decrypt,67108864,30,5362870818.513630,5362871575.649685,1
purecap,aes256gcm,decrypt,67108864,31,5362871575.660885,5362872332.765379,1
purecap,aes256gcm,decrypt,67108864,32,5362872332.774379,5362873091.368820,1
purecap,aes256gcm,decrypt,67108864,33,5362873091.378460,5362873849.936480,1
purecap,aes256gcm,decrypt,67108864,34,5362873849.943740,5362874607.306658,1
purecap,aes256gcm,decrypt,67108864,35,5362874607.317979,5362875364.482454,1
purecap,aes256gcm,decrypt,67108864,36,5362875364.492994,5362876123.007673,1
purecap,aes256gcm,decrypt,67108864,37,5362876123.015013,5362876881.521012,1
purecap,aes256gcm,decrypt,67108864,38,5362876881.528352,5362877639.355659,1
purecap,aes256gcm,decrypt,67108864,39,5362877639.368039,5362878396.451893,1
purecap,aes256gcm,decrypt,67108864,40,5362878396.460573,5362879153.713030,1
purecap,aes256gcm,decrypt,67108864,41,5362879153.726230,5362879910.836644,1
purecap,aes256gcm,decrypt,67108864,42,5362879910.846645,5362880667.951639,1
purecap,aes256gcm,decrypt,67108864,43,5362880667.964839,5362881425.127314,1
purecap,aes256gcm,decrypt,67108864,44,5362881425.140155,5362882181.799881,1
purecap,aes256gcm,decrypt,67108864,45,5362882181.813521,5362882938.859594,1
purecap,aes256gcm,decrypt,67108864,46,5362882938.869275,5362883695.949768,1
purecap,aes256gcm,decrypt,67108864,47,5362883695.962969,5362884453.077263,1
purecap,aes256gcm,decrypt,67108864,48,5362884453.086823,5362885210.625285,1
purecap,aes256gcm,decrypt,67108864,49,5362885210.637865,5362885969.072203,1
purecap,aes256gcm,decrypt,67108864,50,5362885969.082103,5362886726.806048,1
purecap,aes256gcm,decrypt,67108864,51,5362886726.818648,5362887483.892902,1
purecap,aes256gcm,decrypt,67108864,52,5362887483.902062,5362888240.998376,1
purecap,aes256gcm,decrypt,67108864,53,5362888241.010856,5362888998.097010,1
purecap,aes256gcm,decrypt,67108864,54,5362888998.109370,5362889755.169604,1
purecap,aes256gcm,decrypt,67108864,55,5362889755.178524,5362890512.272038,1
purecap,aes256gcm,decrypt,67108864,56,5362890512.284738,5362891269.386012,1
purecap,aes256gcm,decrypt,67108864,57,5362891269.395673,5362892026.451486,1
purecap,aes256gcm,decrypt,67108864,58,5362892026.460386,5362892783.851925,1
purecap,aes256gcm,decrypt,67108864,59,5362892783.864126,5362893540.956940,1
purecap,aes256gcm,decrypt,67108864,60,5362893540.966840,5362894298.082754,1
purecap,aes256gcm,decrypt,67108864,61,5362894298.095634,5362895056.599073,1
purecap,aes256gcm,decrypt,67108864,62,5362895056.608133,5362895815.153273,1
purecap,aes256gcm,decrypt,67108864,63,5362895815.162393,5362896573.648471,1
purecap,aes256gcm,decrypt,67108864,64,5362896573.657931,5362897332.178570,1
purecap,aes256gcm,decrypt,67108864,65,5362897332.187631,5362898090.654849,1
purecap,aes256gcm,decrypt,67108864,66,5362898090.663629,5362898849.090966,1
purecap,aes256gcm,decrypt,67108864,67,5362898849.099546,5362899607.525224,1
purecap,aes256gcm,decrypt,67108864,68,5362899607.533984,5362900365.931341,1
purecap,aes256gcm,decrypt,67108864,69,5362900365.940081,5362901123.838769,1
purecap,aes256gcm,decrypt,67108864,70,5362901123.852589,5362901880.338873,1
purecap,aes256gcm,decrypt,67108864,71,5362901880.348413,5362902637.373906,1
purecap,aes256gcm,decrypt,67108864,72,5362902637.386766,5362903394.411279,1
purecap,aes256gcm,decrypt,67108864,73,5362903394.420899,5362904151.492332,1
purecap,aes256gcm,decrypt,67108864,74,5362904151.501373,5362904908.543346,1
purecap,aes256gcm,decrypt,67108864,75,5362904908.552266,5362905665.615119,1
purecap,aes256gcm,decrypt,67108864,76,5362905665.624680,5362906422.719074,1
purecap,aes256gcm,decrypt,67108864,77,5362906422.733374,5362907179.812648,1
purecap,aes256gcm,decrypt,67108864,78,5362907179.825868,5362907937.689135,1
purecap,aes256gcm,decrypt,67108864,79,5362907937.702316,5362908695.211797,1
purecap,aes256gcm,decrypt,67108864,80,5362908695.224177,5362909452.276130,1
purecap,aes256gcm,decrypt,67108864,81,5362909452.285631,5362910209.394845,1
purecap,aes256gcm,decrypt,67108864,82,5362910209.403905,5362910967.077229,1
purecap,aes256gcm,decrypt,67108864,83,5362910967.088149,5362911725.184661,1
purecap,aes256gcm,decrypt,67108864,84,5362911725.197061,5362912482.261155,1
purecap,aes256gcm,decrypt,67108864,85,5362912482.270195,5362913240.679252,1
purecap,aes256gcm,decrypt,67108864,86,5362913240.690692,5362913999.267192,1
purecap,aes256gcm,decrypt,67108864,87,5362913999.274992,5362914757.667969,1
purecap,aes256gcm,decrypt,67108864,88,5362914757.676389,5362915516.034205,1
purecap,aes256gcm,decrypt,67108864,89,5362915516.042685,5362916274.436602,1
purecap,aes256gcm,decrypt,67108864,90,5362916274.444662,5362917031.614858,1
purecap,aes256gcm,decrypt,67108864,91,5362917031.624878,5362917788.897795,1
purecap,aes256gcm,decrypt,67108864,92,5362917788.905715,5362918546.922805,1
purecap,aes256gcm,decrypt,67108864,93,5362918546.934906,5362919305.244661,1
purecap,aes256gcm,decrypt,67108864,94,5362919305.257221,5362920063.298512,1
purecap,aes256gcm,decrypt,67108864,95,5362920063.311352,5362920820.454387,1
