BlockSize,OutlierStatus,Variable,NormalAcrossGroups,Levene_stat,Levene_p,GroupComparison,GroupStat,GroupP,EffectSizeName,EffectSizeValue,GroupsIncluded
800.0,With_Outliers,Free Time (ms),False,8.07556284325145,0.00038447411788207757,Kruskal-Wallis,205.96665337217198,1.88325657429109e-45,epsilon_squared,0.6867564086605117,purecap-benchmark ABI | purecap ABI | outside compartment
900.0,With_Outliers,Free Time (ms),False,6.683057527666954,0.0014487690665145167,Kruskal-Wallis,207.74979462607726,7.72156423547631e-46,epsilon_squared,0.6927602512662534,purecap-benchmark ABI | purecap ABI | outside compartment
1000.0,With_Outliers,Free Time (ms),False,2.086029591456302,0.12599490722019094,Kruskal-Wallis,209.50037332390707,3.2178956329497235e-46,epsilon_squared,0.6986544556360508,purecap-benchmark ABI | purecap ABI | outside compartment
100.0,Without_Outliers,Write Time (ms),False,62.00435117797126,3.141292643444575e-23,Kruskal-Wallis,266.03027006298646,1.7071074050007972e-58,epsilon_squared,0.8889908082928837,purecap-benchmark ABI | purecap ABI | outside compartment
200.0,Without_Outliers,Write Time (ms),False,69.56546750800281,1.6642715309213763e-25,Kruskal-Wallis,265.9002691684414,1.8217558876608416e-58,epsilon_squared,0.8885530948432371,purecap-benchmark ABI | purecap ABI | outside compartment
300.0,Without_Outliers,Write Time (ms),False,68.3710461068504,3.7622233675305216e-25,Kruskal-Wallis,265.8471934338411,1.8707486095763708e-58,epsilon_squared,0.8883743886661316,purecap-benchmark ABI | purecap ABI | outside compartment
400.0,Without_Outliers,Write Time (ms),False,100.2571504130495,5.665946860023307e-34,Kruskal-Wallis,264.92507358843983,2.966546849468423e-58,epsilon_squared,0.8882603837447292,purecap-benchmark ABI | purecap ABI | outside compartment
500.0,Without_Outliers,Write Time (ms),False,94.66164772861828,1.6541116792047472e-32,Kruskal-Wallis,264.927630974881,2.962755970325636e-58,epsilon_squared,0.8882690235637872,purecap-benchmark ABI | purecap ABI | outside compartment
600.0,Without_Outliers,Write Time (ms),False,99.8603063035207,8.513326378580302e-34,Kruskal-Wallis,262.237875530746,1.1370219676425481e-57,epsilon_squared,0.8881838755315563,purecap-benchmark ABI | purecap ABI | outside compartment
700.0,Without_Outliers,Write Time (ms),False,110.34643552783949,2.0264394292493014e-36,Kruskal-Wallis,261.32601871132744,1.7938083775949579e-57,epsilon_squared,0.8881028038059159,purecap-benchmark ABI | purecap ABI | outside compartment
800.0,Without_Outliers,Write Time (ms),False,118.71350447722068,2.1585725952860243e-38,Kruskal-Wallis,259.573650918758,4.308220066822676e-57,epsilon_squared,0.8881850031681311,purecap-benchmark ABI | purecap ABI | outside compartment
900.0,Without_Outliers,Write Time (ms),False,109.20992675631423,4.420251961366443e-36,Kruskal-Wallis,259.57197904289404,4.3118229770906955e-57,epsilon_squared,0.8881792380789449,purecap-benchmark ABI | purecap ABI | outside compartment
1000.0,Without_Outliers,Write Time (ms),False,98.59151079218611,3.041882263572131e-33,Kruskal-Wallis,254.2013475014569,6.32235305021831e-56,epsilon_squared,0.8880329137375242,purecap-benchmark ABI | purecap ABI | outside compartment
100.0,Without_Outliers,Read Time (ms),False,66.62479965624595,1.2498049880363523e-24,Kruskal-Wallis,265.94461369877155,1.7818079378733575e-58,epsilon_squared,0.8887024030261669,purecap-benchmark ABI | purecap ABI | outside compartment
200.0,Without_Outliers,Read Time (ms),False,73.24070367954332,1.391019728838572e-26,Kruskal-Wallis,265.82621722180494,1.8904724715019425e-58,epsilon_squared,0.8883037616895789,purecap-benchmark ABI | purecap ABI | outside compartment
300.0,Without_Outliers,Read Time (ms),False,89.80317500761637,3.300060191285036e-31,Kruskal-Wallis,264.9183532501222,2.9765317147235738e-58,epsilon_squared,0.8882376798990615,purecap-benchmark ABI | purecap ABI | outside compartment
400.0,Without_Outliers,Read Time (ms),False,114.36189434365076,1.7027777436778609e-37,Kruskal-Wallis,264.02019557283256,4.663832836794745e-58,epsilon_squared,0.888204052789263,purecap-benchmark ABI | purecap ABI | outside compartment
500.0,Without_Outliers,Read Time (ms),False,166.78696226182495,2.776742183458704e-49,Kruskal-Wallis,265.79490678288164,1.9203011106632353e-58,epsilon_squared,0.8881983393363018,purecap-benchmark ABI | purecap ABI | outside compartment
600.0,Without_Outliers,Read Time (ms),False,82.95448289064487,2.603225600714112e-29,Kruskal-Wallis,264.01480778919597,4.6764136359633504e-58,epsilon_squared,0.8881857891159185,purecap-benchmark ABI | purecap ABI | outside compartment
700.0,Without_Outliers,Read Time (ms),False,74.42390612277872,7.869106686356868e-27,Kruskal-Wallis,260.40961479159495,2.836420599189915e-57,epsilon_squared,0.8880055491120101,purecap-benchmark ABI | purecap ABI | outside compartment
800.0,Without_Outliers,Read Time (ms),False,127.54249028421076,1.3183830422325707e-40,Kruskal-Wallis,263.1170242979147,7.325952969726664e-58,epsilon_squared,0.8881531438704583,purecap-benchmark ABI | purecap ABI | outside compartment
900.0,Without_Outliers,Read Time (ms),False,126.99819943462747,1.6302219599801708e-40,Kruskal-Wallis,264.003471800239,4.702994782364087e-58,epsilon_squared,0.8881473620347086,purecap-benchmark ABI | purecap ABI | outside compartment
1000.0,Without_Outliers,Read Time (ms),True,112.56537948753271,5.7576098406158294e-37,Kruskal-Wallis,261.33440989067776,1.78629805980957e-57,epsilon_squared,0.8881315407214991,purecap-benchmark ABI | purecap ABI | outside compartment
100.0,Without_Outliers,Allocation Time (ms),False,12.946199468112342,4.073675699054495e-06,Kruskal-Wallis,87.4452206062101,1.0268608846449485e-19,epsilon_squared,0.2886662858317909,purecap-benchmark ABI | purecap ABI | outside compartment
200.0,Without_Outliers,Allocation Time (ms),False,8.455943879520913,0.0002683539342534697,Kruskal-Wallis,76.5833087274645,2.3450159818585824e-17,epsilon_squared,0.2519706375927855,purecap-benchmark ABI | purecap ABI | outside compartment
300.0,Without_Outliers,Allocation Time (ms),False,4.800541753231357,0.008876659517760578,Kruskal-Wallis,108.92645382108034,2.2229059387124564e-24,epsilon_squared,0.361238019665812,purecap-benchmark ABI | purecap ABI | outside compartment
400.0,Without_Outliers,Allocation Time (ms),False,3.789096563721784,0.023720760965658238,Kruskal-Wallis,111.47432385699716,6.218106233671575e-25,epsilon_squared,0.3698456887060715,purecap-benchmark ABI | purecap ABI | outside compartment
500.0,Without_Outliers,Allocation Time (ms),False,2.6228067009898086,0.0742971268388956,Kruskal-Wallis,127.90927570060963,1.678238537074316e-28,epsilon_squared,0.42826284251908037,purecap-benchmark ABI | purecap ABI | outside compartment
600.0,Without_Outliers,Allocation Time (ms),False,9.284248616196287,0.00012375268659732148,Kruskal-Wallis,126.16230229473098,4.0197972115391636e-28,epsilon_squared,0.4311191051900381,purecap-benchmark ABI | purecap ABI | outside compartment
700.0,Without_Outliers,Allocation Time (ms),False,7.852390866734396,0.0004780612540666353,Kruskal-Wallis,131.6242680527825,2.6191076559731867e-29,epsilon_squared,0.45008426407216146,purecap-benchmark ABI | purecap ABI | outside compartment
800.0,Without_Outliers,Allocation Time (ms),False,1.667322824777306,0.190555917987937,Kruskal-Wallis,175.72909573205723,6.932848451675874e-39,epsilon_squared,0.5990658473519215,purecap-benchmark ABI | purecap ABI | outside compartment
900.0,Without_Outliers,Allocation Time (ms),False,12.133031109632174,8.687484687918129e-06,Kruskal-Wallis,152.44890354692853,7.873017353142084e-34,epsilon_squared,0.5170065413983799,purecap-benchmark ABI | purecap ABI | outside compartment
1000.0,Without_Outliers,Allocation Time (ms),False,1.1586138070808942,0.3153549975483362,Kruskal-Wallis,193.91347214720028,7.802334042441945e-43,epsilon_squared,0.6549947854853252,purecap-benchmark ABI | purecap ABI | outside compartment
100.0,Without_Outliers,Free Time (ms),False,5.582396842315583,0.00416921292009772,Kruskal-Wallis,221.1037958248073,9.725697840467225e-49,epsilon_squared,0.7377232182653444,purecap-benchmark ABI | purecap ABI | outside compartment
200.0,Without_Outliers,Free Time (ms),False,7.946742349230618,0.0004344597001801948,Kruskal-Wallis,212.48312141188993,7.242298763515136e-47,epsilon_squared,0.7086973784912118,purecap-benchmark ABI | purecap ABI | outside compartment
300.0,Without_Outliers,Free Time (ms),False,5.119151895127772,0.0065199151624517095,Kruskal-Wallis,212.04435888177895,9.01887794351615e-47,epsilon_squared,0.7072200635750133,purecap-benchmark ABI | purecap ABI | outside compartment
400.0,Without_Outliers,Free Time (ms),False,8.446790825372938,0.000270483667166618,Kruskal-Wallis,210.5164984683449,1.936079483529351e-46,epsilon_squared,0.7020757524186697,purecap-benchmark ABI | purecap ABI | outside compartment
500.0,Without_Outliers,Free Time (ms),False,2.6073746002604548,0.07542645504944934,Kruskal-Wallis,213.1085602282445,5.297416540862995e-47,epsilon_squared,0.7156222380618458,purecap-benchmark ABI | purecap ABI | outside compartment
600.0,Without_Outliers,Free Time (ms),False,1.111006345894614,0.33067436127085886,Kruskal-Wallis,203.92536263041742,5.2260088968802095e-45,epsilon_squared,0.7211620093943479,purecap-benchmark ABI | purecap ABI | outside compartment
700.0,Without_Outliers,Free Time (ms),False,0.8266172047981083,0.4385804167022542,Kruskal-Wallis,208.3329844144405,5.76855762253028e-46,epsilon_squared,0.729091817718871,purecap-benchmark ABI | purecap ABI | outside compartment
800.0,Without_Outliers,Free Time (ms),False,1.028859571167865,0.35880610422423076,Kruskal-Wallis,198.95874455454552,6.261199714697918e-44,epsilon_squared,0.7267850352566255,purecap-benchmark ABI | purecap ABI | outside compartment
900.0,Without_Outliers,Free Time (ms),False,1.0191031895472902,0.36227737757326944,Kruskal-Wallis,202.3722095512316,1.1361431402725575e-44,epsilon_squared,0.7286262165499331,purecap-benchmark ABI | purecap ABI | outside compartment
1000.0,Without_Outliers,Free Time (ms),False,13.882720771388497,1.7503581450807522e-06,Kruskal-Wallis,207.6636409553199,8.0614528939272e-46,epsilon_squared,0.7116388960391692,purecap-benchmark ABI | purecap ABI | outside compartment
