BlockSize,OutlierStatus,Variable,Comparison,ExperimentA,ExperimentB,N_A,N_B,Median_A,Median_B,Mean_A,Mean_B,CliffsDelta,MedianRatio_A_over_B
1000.0,Without_Outliers,Allocation Time (ms),purecap-benchmark ABI vs outside compartment,purecap-benchmark ABI,outside compartment,98,100,0.008,0.005,0.027979591836734683,0.004569999999999999,0.7931632653061225,1.6
1000.0,Without_Outliers,Allocation Time (ms),purecap ABI vs outside compartment,purecap ABI,outside compartment,98,100,0.01,0.005,0.029938775510204074,0.004569999999999999,1.0,2.0
100.0,Without_Outliers,Free Time (ms),purecap-benchmark ABI vs outside compartment,purecap-benchmark ABI,outside compartment,100,100,0.024,0.004,0.08610999999999999,0.006060000000000001,1.0,6.0
100.0,Without_Outliers,Free Time (ms),purecap ABI vs outside compartment,purecap ABI,outside compartment,100,100,0.0265,0.004,0.08892000000000001,0.006060000000000001,1.0,6.625
200.0,Without_Outliers,Free Time (ms),purecap-benchmark ABI vs outside compartment,purecap-benchmark ABI,outside compartment,100,100,0.053,0.011,0.21046999999999996,0.010289999999999997,1.0,4.818181818181818
200.0,Without_Outliers,Free Time (ms),purecap ABI vs outside compartment,purecap ABI,outside compartment,100,100,0.055,0.011,0.21419999999999997,0.010289999999999997,1.0,5.0
300.0,Without_Outliers,Free Time (ms),purecap-benchmark ABI vs outside compartment,purecap-benchmark ABI,outside compartment,100,100,0.074,0.015,0.21912000000000004,0.013420000000000001,1.0,4.933333333333334
300.0,Without_Outliers,Free Time (ms),purecap ABI vs outside compartment,purecap ABI,outside compartment,100,100,0.075,0.015,0.22185000000000002,0.013420000000000001,1.0,5.0
400.0,Without_Outliers,Free Time (ms),purecap-benchmark ABI vs outside compartment,purecap-benchmark ABI,outside compartment,100,100,0.103,0.015,0.42519000000000007,0.014380000000000002,1.0,6.866666666666666
400.0,Without_Outliers,Free Time (ms),purecap ABI vs outside compartment,purecap ABI,outside compartment,100,100,0.106,0.015,0.42965999999999993,0.014380000000000002,1.0,7.066666666666666
500.0,Without_Outliers,Free Time (ms),purecap-benchmark ABI vs outside compartment,purecap-benchmark ABI,outside compartment,100,98,0.118,0.016,0.21451999999999993,0.015397959183673473,1.0,7.374999999999999
500.0,Without_Outliers,Free Time (ms),purecap ABI vs outside compartment,purecap ABI,outside compartment,100,98,0.12,0.016,0.21675999999999998,0.015397959183673473,1.0,7.5
600.0,Without_Outliers,Free Time (ms),purecap-benchmark ABI vs outside compartment,purecap-benchmark ABI,outside compartment,92,100,0.149,0.016,0.18313043478260868,0.016200000000000003,1.0,9.3125
600.0,Without_Outliers,Free Time (ms),purecap ABI vs outside compartment,purecap ABI,outside compartment,91,100,0.15,0.016,0.15069230769230765,0.016200000000000003,1.0,9.375
700.0,Without_Outliers,Free Time (ms),purecap-benchmark ABI vs outside compartment,purecap-benchmark ABI,outside compartment,93,100,0.178,0.017,0.18382795698924728,0.017070000000000002,1.0,10.470588235294116
700.0,Without_Outliers,Free Time (ms),purecap ABI vs outside compartment,purecap ABI,outside compartment,93,100,0.18,0.017,0.18561290322580642,0.017070000000000002,1.0,10.588235294117647
800.0,Without_Outliers,Free Time (ms),purecap-benchmark ABI vs outside compartment,purecap-benchmark ABI,outside compartment,87,100,0.209,0.018,0.2391149425287356,0.01757,1.0,11.61111111111111
800.0,Without_Outliers,Free Time (ms),purecap ABI vs outside compartment,purecap ABI,outside compartment,87,100,0.209,0.018,0.24074712643678164,0.01757,1.0,11.61111111111111
900.0,Without_Outliers,Free Time (ms),purecap-benchmark ABI vs outside compartment,purecap-benchmark ABI,outside compartment,89,100,0.238,0.018,0.26862921348314606,0.017570000000000002,1.0,13.222222222222223
900.0,Without_Outliers,Free Time (ms),purecap ABI vs outside compartment,purecap ABI,outside compartment,89,100,0.239,0.018,0.2702134831460674,0.017570000000000002,1.0,13.277777777777779
1000.0,Without_Outliers,Free Time (ms),purecap-benchmark ABI vs outside compartment,purecap-benchmark ABI,outside compartment,96,100,0.238,0.018,0.23848958333333334,0.017799999999999996,1.0,13.222222222222223
1000.0,Without_Outliers,Free Time (ms),purecap ABI vs outside compartment,purecap ABI,outside compartment,96,100,0.239,0.018,0.2398020833333333,0.017799999999999996,1.0,13.277777777777779
